1.0 2.0 4.0
1.0 5.0 4.0
1.0 6.0 3.5
3.0 6.0 0.5
3.0 14.0 0.5
3.0 18.0 4.0
3.0 24.0 4.0
3.0 26.0 1.0
3.0 32.0 2.0
3.0 34.0 3.0
3.0 35.0 4.0
3.0 58.0 4.0
3.0 59.0 4.0
3.0 66.0 4.0
3.0 71.0 4.0
3.0 73.0 0.5
3.0 76.0 0.5
3.0 78.0 4.0
3.0 79.0 2.0
3.0 85.0 3.0
3.0 100.0 0.5
3.0 101.0 3.0
3.0 109.0 3.0
3.0 117.0 4.0
3.0 121.0 2.0
3.0 130.0 2.5
3.0 135.0 3.5
3.0 145.0 4.0
3.0 148.0 3.5
3.0 149.0 3.5
3.0 152.0 3.5
3.0 155.0 4.0
3.0 156.0 1.5
3.0 165.0 3.0
3.0 168.0 4.0
3.0 171.0 1.0
3.0 174.0 4.0
3.0 176.0 3.5
3.0 183.0 2.0
3.0 193.0 4.0
3.0 202.0 4.0
4.0 207.0 2.0
6.0 210.0 4.0
6.0 211.0 3.0
7.0 11.0 4.0
7.0 212.0 4.0
7.0 216.0 4.0
9.0 218.0 4.0
10.0 213.0 0.5
12.0 12.0 4.0
12.0 220.0 3.5
13.0 206.0 4.0
13.0 226.0 2.5
13.0 227.0 3.0
13.0 231.0 0.5
14.0 7.0 3.5
14.0 236.0 4.0
16.0 1.0 3.0
16.0 213.0 4.0
16.0 219.0 3.0
17.0 215.0 4.0
19.0 2.0 4.0
19.0 241.0 3.0
20.0 242.0 3.5
21.0 1.0 2.5
21.0 5.0 4.0
21.0 9.0 4.0
21.0 10.0 3.5
21.0 244.0 2.5
21.0 246.0 4.0
21.0 251.0 4.0
21.0 254.0 3.0
21.0 255.0 4.0
22.0 1.0 4.0
22.0 235.0 3.5
22.0 255.0 4.0
23.0 8.0 3.5
23.0 213.0 2.5
24.0 258.0 4.0
25.0 2.0 4.0
25.0 12.0 1.5
25.0 206.0 2.5
25.0 207.0 3.0
25.0 210.0 3.5
25.0 211.0 4.0
25.0 241.0 1.0
25.0 249.0 2.0
25.0 252.0 2.5
25.0 255.0 3.5
25.0 257.0 2.5
26.0 215.0 3.5
27.0 3.0 1.0
27.0 10.0 4.0
27.0 234.0 2.0
27.0 261.0 3.5
27.0 262.0 2.5
28.0 213.0 2.5
28.0 214.0 3.0
28.0 217.0 2.0
28.0 233.0 3.0
28.0 235.0 3.0
28.0 248.0 3.5
28.0 250.0 3.0
28.0 252.0 3.5
28.0 257.0 3.0
29.0 267.0 0.5
29.0 271.0 3.5
29.0 275.0 3.5
29.0 284.0 3.0
29.0 285.0 3.5
29.0 290.0 3.5
29.0 295.0 3.0
29.0 299.0 4.0
29.0 303.0 3.5
30.0 10.0 3.0
30.0 121.0 4.0
30.0 205.0 4.0
30.0 217.0 1.5
30.0 220.0 0.5
30.0 236.0 2.5
30.0 241.0 2.0
30.0 251.0 2.5
30.0 254.0 3.5
31.0 216.0 3.0
32.0 205.0 3.5
33.0 12.0 2.5
33.0 213.0 3.0
34.0 1.0 4.0
34.0 11.0 3.0
34.0 219.0 4.0
34.0 236.0 4.0
35.0 7.0 2.0
35.0 219.0 2.5
36.0 2.0 4.0
36.0 3.0 3.5
36.0 6.0 4.0
36.0 9.0 4.0
36.0 206.0 4.0
36.0 219.0 3.5
37.0 13.0 3.5
37.0 207.0 3.0
37.0 210.0 4.0
37.0 213.0 4.0
37.0 216.0 4.0
37.0 235.0 2.0
37.0 245.0 3.5
37.0 252.0 3.5
37.0 253.0 4.0
37.0 255.0 4.0
38.0 6.0 1.0
38.0 11.0 1.5
38.0 206.0 1.0
38.0 219.0 3.5
38.0 233.0 1.0
38.0 236.0 3.5
38.0 252.0 2.0
38.0 254.0 0.5
38.0 256.0 0.5
38.0 257.0 1.5
39.0 11.0 3.0
39.0 207.0 2.5
39.0 213.0 3.5
39.0 254.0 3.0
42.0 11.0 4.0
43.0 213.0 1.5
43.0 215.0 3.5
45.0 216.0 2.0
46.0 10.0 3.0
46.0 11.0 3.0
46.0 13.0 3.0
46.0 213.0 4.0
47.0 10.0 4.0
47.0 235.0 3.5
48.0 11.0 4.0
49.0 257.0 4.0
50.0 10.0 3.5
50.0 12.0 3.0
50.0 213.0 3.0
50.0 233.0 3.5
50.0 250.0 4.0
50.0 253.0 4.0
50.0 257.0 3.5
51.0 315.0 4.0
51.0 319.0 1.0
51.0 329.0 4.0
51.0 330.0 0.5
51.0 334.0 3.0
52.0 213.0 3.0
53.0 2.0 4.0
53.0 8.0 3.0
53.0 9.0 4.0
53.0 12.0 3.5
53.0 121.0 3.5
53.0 206.0 4.0
53.0 212.0 3.0
53.0 220.0 3.0
53.0 245.0 2.0
53.0 246.0 3.0
53.0 253.0 3.0
54.0 11.0 4.0
55.0 7.0 2.5
55.0 9.0 4.0
55.0 84.0 3.0
55.0 214.0 4.0
55.0 245.0 3.5
55.0 253.0 3.0
56.0 6.0 2.5
56.0 10.0 0.5
56.0 121.0 0.5
56.0 148.0 0.5
56.0 215.0 3.0
56.0 336.0 3.0
58.0 239.0 0.5
59.0 243.0 3.0
61.0 5.0 2.0
61.0 213.0 2.0
61.0 234.0 2.0
63.0 299.0 4.0
63.0 346.0 3.5
63.0 347.0 4.0
64.0 1.0 3.0
64.0 8.0 3.5
64.0 84.0 3.0
64.0 214.0 3.0
64.0 220.0 3.0
64.0 241.0 3.0
64.0 245.0 3.0
64.0 254.0 3.0
64.0 255.0 3.5
65.0 216.0 3.0
66.0 235.0 2.0
66.0 350.0 4.0
67.0 5.0 3.5
67.0 207.0 4.0
67.0 245.0 2.0
67.0 250.0 2.5
67.0 257.0 2.5
68.0 2.0 4.0
68.0 4.0 4.0
68.0 12.0 4.0
68.0 212.0 4.0
68.0 214.0 4.0
68.0 215.0 4.0
68.0 233.0 4.0
68.0 234.0 4.0
68.0 246.0 4.0
68.0 253.0 4.0
69.0 215.0 3.5
69.0 216.0 3.0
69.0 235.0 3.0
70.0 4.0 4.0
70.0 9.0 4.0
70.0 205.0 3.5
71.0 2.0 3.5
71.0 3.0 4.0
71.0 6.0 3.5
72.0 1.0 2.5
72.0 2.0 3.0
72.0 5.0 4.0
72.0 12.0 3.0
72.0 207.0 4.0
72.0 215.0 3.0
72.0 216.0 3.0
72.0 220.0 3.0
72.0 245.0 4.0
72.0 255.0 4.0
73.0 2.0 3.5
73.0 6.0 2.5
73.0 9.0 2.5
73.0 206.0 3.5
73.0 239.0 3.0
73.0 246.0 3.0
73.0 247.0 3.5
73.0 252.0 3.0
73.0 254.0 2.5
73.0 255.0 3.0
75.0 216.0 2.5
75.0 257.0 3.0
77.0 215.0 3.0
78.0 183.0 1.0
78.0 352.0 1.0
78.0 358.0 3.0
78.0 372.0 2.5
78.0 373.0 3.5
78.0 380.0 4.0
79.0 4.0 4.0
79.0 84.0 4.0
79.0 172.0 1.0
79.0 217.0 3.0
79.0 233.0 3.0
79.0 237.0 1.0
79.0 255.0 3.0
79.0 315.0 4.0
79.0 344.0 4.0
79.0 391.0 2.5
79.0 392.0 1.5
79.0 398.0 4.0
79.0 399.0 4.0
79.0 400.0 3.0
