1.0 9.0 2.5
1.0 10.0 4.0
1.0 11.0 4.0
3.0 10.0 3.5
3.0 21.0 1.5
3.0 25.0 1.5
3.0 30.0 4.0
3.0 37.0 2.0
3.0 42.0 0.5
3.0 57.0 0.5
3.0 61.0 0.5
3.0 64.0 4.0
3.0 65.0 0.5
3.0 74.0 2.5
3.0 75.0 3.5
3.0 81.0 2.0
3.0 87.0 3.5
3.0 89.0 0.5
3.0 90.0 3.5
3.0 91.0 1.0
3.0 92.0 2.5
3.0 108.0 0.5
3.0 114.0 4.0
3.0 122.0 2.0
3.0 124.0 3.5
3.0 125.0 2.5
3.0 140.0 2.5
3.0 146.0 1.5
3.0 158.0 4.0
3.0 159.0 1.5
3.0 163.0 3.0
3.0 166.0 4.0
3.0 167.0 4.0
3.0 172.0 0.5
3.0 175.0 1.0
3.0 177.0 2.5
3.0 181.0 4.0
3.0 186.0 3.0
3.0 187.0 2.5
3.0 192.0 4.0
3.0 203.0 3.0
4.0 1.0 3.0
4.0 17.0 0.5
6.0 2.0 4.0
7.0 3.0 0.5
7.0 213.0 1.5
8.0 217.0 4.0
10.0 13.0 4.0
11.0 206.0 3.5
12.0 3.0 3.0
12.0 4.0 3.5
13.0 221.0 1.5
13.0 224.0 0.5
13.0 225.0 0.5
14.0 211.0 4.0
14.0 234.0 4.0
15.0 2.0 4.0
16.0 4.0 2.5
16.0 235.0 3.5
17.0 237.0 2.0
19.0 17.0 4.0
19.0 213.0 3.0
20.0 207.0 2.0
21.0 4.0 4.0
21.0 7.0 2.0
21.0 11.0 4.0
21.0 12.0 4.0
21.0 13.0 4.0
21.0 17.0 4.0
21.0 210.0 2.5
21.0 216.0 3.0
21.0 220.0 4.0
21.0 241.0 4.0
21.0 249.0 3.0
22.0 4.0 4.0
22.0 257.0 3.0
23.0 1.0 3.0
23.0 207.0 3.0
24.0 259.0 4.0
25.0 1.0 3.5
25.0 7.0 3.5
25.0 8.0 3.0
25.0 9.0 2.0
25.0 11.0 4.0
25.0 84.0 3.5
25.0 213.0 2.5
25.0 247.0 2.5
25.0 253.0 3.0
25.0 254.0 4.0
27.0 1.0 1.0
27.0 5.0 2.5
27.0 216.0 2.0
27.0 255.0 1.5
27.0 263.0 2.0
28.0 1.0 2.0
28.0 2.0 3.0
28.0 13.0 3.0
28.0 84.0 2.5
28.0 205.0 3.5
28.0 207.0 2.5
28.0 215.0 3.0
28.0 219.0 3.5
28.0 239.0 3.0
28.0 245.0 2.5
28.0 255.0 3.5
29.0 264.0 3.0
29.0 270.0 3.5
29.0 272.0 3.5
29.0 273.0 2.5
29.0 276.0 3.0
29.0 278.0 3.5
29.0 280.0 0.5
29.0 287.0 3.0
29.0 298.0 3.5
29.0 306.0 4.0
30.0 3.0 4.0
30.0 4.0 3.0
30.0 5.0 0.5
30.0 11.0 4.0
30.0 13.0 4.0
30.0 207.0 0.5
30.0 213.0 1.5
30.0 215.0 2.0
30.0 235.0 4.0
30.0 239.0 4.0
31.0 213.0 2.0
32.0 8.0 3.0
32.0 13.0 4.0
32.0 308.0 4.0
33.0 7.0 2.5
33.0 206.0 1.0
33.0 235.0 2.0
34.0 4.0 2.0
34.0 7.0 4.0
34.0 121.0 4.0
34.0 207.0 4.0
35.0 310.0 4.0
36.0 4.0 4.0
36.0 11.0 4.0
36.0 12.0 3.0
36.0 236.0 4.0
36.0 250.0 3.5
37.0 1.0 4.0
37.0 3.0 4.0
37.0 4.0 4.0
37.0 17.0 4.0
37.0 121.0 3.5
37.0 211.0 4.0
37.0 214.0 3.5
37.0 243.0 3.5
37.0 246.0 3.5
37.0 254.0 4.0
38.0 4.0 1.0
38.0 7.0 1.0
38.0 13.0 2.0
38.0 121.0 1.0
38.0 207.0 0.5
38.0 212.0 3.0
38.0 213.0 0.5
38.0 215.0 3.0
38.0 234.0 1.0
38.0 235.0 2.0
39.0 236.0 4.0
39.0 241.0 3.0
41.0 10.0 2.0
41.0 13.0 3.5
43.0 3.0 1.5
43.0 11.0 3.0
44.0 11.0 4.0
45.0 215.0 3.0
46.0 5.0 3.5
46.0 17.0 3.5
46.0 207.0 3.5
46.0 219.0 4.0
47.0 13.0 4.0
50.0 4.0 4.0
50.0 8.0 3.5
50.0 17.0 4.0
50.0 216.0 3.0
50.0 219.0 4.0
50.0 234.0 3.0
50.0 245.0 3.5
50.0 251.0 3.5
51.0 320.0 4.0
51.0 321.0 2.5
51.0 328.0 4.0
51.0 331.0 4.0
52.0 13.0 3.0
52.0 215.0 4.0
53.0 11.0 3.5
53.0 217.0 3.5
53.0 219.0 3.5
53.0 233.0 3.0
53.0 234.0 3.5
53.0 250.0 4.0
53.0 251.0 4.0
53.0 252.0 4.0
53.0 256.0 4.0
55.0 1.0 3.0
55.0 10.0 3.0
55.0 216.0 4.0
55.0 217.0 3.5
55.0 235.0 3.0
56.0 3.0 4.0
56.0 7.0 4.0
56.0 8.0 3.5
56.0 11.0 3.5
56.0 207.0 0.5
56.0 213.0 0.5
56.0 337.0 3.5
57.0 2.0 2.5
60.0 341.0 4.0
61.0 7.0 2.0
61.0 216.0 3.5
