1.0 4.0 3.0
1.0 8.0 3.0
3.0 16.0 4.0
3.0 17.0 3.0
3.0 19.0 4.0
3.0 20.0 2.5
3.0 23.0 3.0
3.0 31.0 3.0
3.0 33.0 2.5
3.0 36.0 2.0
3.0 38.0 2.0
3.0 39.0 4.0
3.0 40.0 4.0
3.0 41.0 4.0
3.0 45.0 2.5
3.0 46.0 1.0
3.0 48.0 4.0
3.0 52.0 4.0
3.0 60.0 4.0
3.0 63.0 1.5
3.0 67.0 4.0
3.0 82.0 3.5
3.0 93.0 1.0
3.0 95.0 3.0
3.0 102.0 4.0
3.0 106.0 3.0
3.0 107.0 4.0
3.0 112.0 3.0
3.0 127.0 0.5
3.0 128.0 0.5
3.0 129.0 4.0
3.0 133.0 3.5
3.0 141.0 4.0
3.0 151.0 4.0
3.0 161.0 4.0
3.0 162.0 4.0
3.0 170.0 2.0
3.0 178.0 4.0
3.0 185.0 2.5
3.0 191.0 2.5
3.0 200.0 1.0
4.0 205.0 3.0
6.0 17.0 3.5
7.0 1.0 1.0
7.0 13.0 2.0
8.0 215.0 4.0
10.0 11.0 4.0
10.0 215.0 4.0
11.0 219.0 3.5
12.0 207.0 4.0
13.0 223.0 3.5
13.0 228.0 4.0
13.0 232.0 3.5
14.0 13.0 4.0
14.0 207.0 0.5
16.0 11.0 3.0
16.0 12.0 3.0
16.0 236.0 2.0
19.0 211.0 3.5
19.0 239.0 3.5
20.0 7.0 3.0
21.0 84.0 4.0
21.0 121.0 4.0
21.0 206.0 3.0
21.0 207.0 4.0
21.0 214.0 4.0
21.0 217.0 3.0
21.0 219.0 4.0
21.0 235.0 3.5
21.0 236.0 4.0
22.0 7.0 4.0
22.0 12.0 4.0
22.0 17.0 4.0
23.0 7.0 2.5
23.0 219.0 2.0
25.0 4.0 2.5
25.0 5.0 3.5
25.0 10.0 2.0
25.0 13.0 4.0
25.0 205.0 2.5
25.0 215.0 4.0
25.0 234.0 2.5
25.0 243.0 3.5
25.0 246.0 2.0
25.0 256.0 3.5
26.0 1.0 3.5
26.0 11.0 3.0
27.0 2.0 1.0
27.0 13.0 2.0
27.0 205.0 3.5
27.0 215.0 0.5
28.0 7.0 2.5
28.0 17.0 3.0
28.0 211.0 3.0
28.0 220.0 3.0
28.0 234.0 3.0
28.0 243.0 3.5
28.0 249.0 3.0
28.0 251.0 3.5
28.0 253.0 3.0
28.0 254.0 2.0
29.0 266.0 0.5
29.0 268.0 3.0
29.0 274.0 3.0
29.0 279.0 3.0
29.0 283.0 2.0
29.0 291.0 4.0
29.0 292.0 3.5
29.0 301.0 2.5
29.0 305.0 3.0
30.0 1.0 4.0
30.0 6.0 1.0
30.0 7.0 0.5
30.0 12.0 4.0
30.0 84.0 4.0
30.0 206.0 0.5
30.0 211.0 1.5
30.0 244.0 1.5
30.0 245.0 1.0
30.0 247.0 0.5
30.0 252.0 4.0
31.0 11.0 4.0
31.0 13.0 2.5
32.0 1.0 3.0
32.0 2.0 3.5
33.0 11.0 4.0
33.0 257.0 3.0
34.0 2.0 2.0
34.0 17.0 4.0
34.0 216.0 3.0
34.0 241.0 4.0
35.0 9.0 2.5
36.0 1.0 4.0
36.0 13.0 4.0
36.0 210.0 4.0
36.0 216.0 3.0
36.0 241.0 3.5
36.0 255.0 4.0
37.0 6.0 3.5
37.0 7.0 3.5
37.0 84.0 3.5
37.0 212.0 4.0
37.0 219.0 3.5
37.0 234.0 4.0
37.0 239.0 4.0
37.0 241.0 3.0
37.0 248.0 4.0
37.0 250.0 4.0
37.0 251.0 4.0
38.0 5.0 1.5
38.0 8.0 4.0
38.0 9.0 3.5
38.0 10.0 1.5
38.0 12.0 2.0
38.0 217.0 1.5
38.0 220.0 0.5
38.0 241.0 1.5
38.0 246.0 1.0
38.0 251.0 1.0
38.0 255.0 1.0
39.0 7.0 4.0
39.0 84.0 3.5
39.0 235.0 3.0
40.0 235.0 1.5
41.0 216.0 3.0
42.0 212.0 4.0
42.0 213.0 3.0
43.0 1.0 2.5
43.0 13.0 3.5
44.0 215.0 1.5
45.0 256.0 3.5
46.0 8.0 3.0
46.0 233.0 3.0
46.0 239.0 4.0
46.0 255.0 3.5
47.0 12.0 3.0
48.0 4.0 3.5
50.0 5.0 4.0
50.0 6.0 4.0
50.0 9.0 4.0
50.0 84.0 3.5
50.0 207.0 3.5
50.0 235.0 3.0
50.0 239.0 3.5
50.0 252.0 3.0
51.0 322.0 3.0
51.0 324.0 3.5
51.0 333.0 0.5
53.0 1.0 2.5
53.0 3.0 3.0
53.0 4.0 2.5
53.0 6.0 3.5
53.0 13.0 4.0
53.0 205.0 4.0
53.0 241.0 4.0
53.0 244.0 3.0
53.0 254.0 4.0
53.0 257.0 3.5
55.0 3.0 3.0
55.0 12.0 3.0
55.0 207.0 2.5
55.0 212.0 4.0
55.0 236.0 3.0
55.0 249.0 4.0
56.0 4.0 3.5
56.0 17.0 3.5
56.0 245.0 4.0
56.0 255.0 4.0
56.0 278.0 4.0
56.0 335.0 3.5
56.0 338.0 3.0
58.0 257.0 1.0
60.0 318.0 1.0
61.0 1.0 2.5
61.0 17.0 3.0
63.0 198.0 4.0
63.0 343.0 4.0
63.0 345.0 3.5
64.0 5.0 3.5
64.0 7.0 4.0
64.0 207.0 3.0
64.0 215.0 3.5
64.0 216.0 4.0
64.0 236.0 3.5
64.0 248.0 2.5
64.0 251.0 3.0
64.0 252.0 3.0
64.0 256.0 3.0
65.0 2.0 3.0
65.0 236.0 2.5
66.0 1.0 3.0
67.0 4.0 3.5
67.0 234.0 2.5
67.0 236.0 4.0
67.0 239.0 2.5
68.0 3.0 4.0
68.0 207.0 4.0
68.0 213.0 4.0
68.0 216.0 4.0
68.0 217.0 4.0
68.0 219.0 4.0
68.0 239.0 4.0
68.0 241.0 4.0
68.0 254.0 4.0
68.0 255.0 4.0
69.0 2.0 1.0
69.0 10.0 3.0
69.0 13.0 3.5
69.0 234.0 3.0
70.0 13.0 3.0
70.0 253.0 3.5
71.0 1.0 3.5
71.0 4.0 4.0
72.0 7.0 4.0
72.0 13.0 4.0
72.0 211.0 4.0
72.0 213.0 4.0
72.0 217.0 4.0
72.0 239.0 4.0
72.0 241.0 4.0
72.0 254.0 4.0
72.0 257.0 0.5
73.0 1.0 3.5
73.0 10.0 3.0
73.0 13.0 3.0
73.0 214.0 3.0
73.0 233.0 3.0
73.0 235.0 3.5
73.0 248.0 2.5
73.0 249.0 2.5
73.0 251.0 2.5
73.0 253.0 3.0
73.0 256.0 3.5
75.0 207.0 2.5
78.0 353.0 3.0
78.0 356.0 3.0
78.0 365.0 3.0
78.0 366.0 3.5
78.0 376.0 2.5
78.0 381.0 0.5
78.0 383.0 2.0
79.0 3.0 2.5
79.0 215.0 1.0
79.0 244.0 3.5
79.0 250.0 2.5
79.0 256.0 3.5
79.0 257.0 3.0
79.0 304.0 2.0
79.0 347.0 2.0
79.0 388.0 3.5
79.0 390.0 3.5
79.0 393.0 4.0
79.0 395.0 1.0
79.0 405.0 2.5
79.0 412.0 3.0
79.0 423.0 2.5
79.0 442.0 3.5
79.0 443.0 2.5
79.0 446.0 4.0
79.0 455.0 2.0
79.0 457.0 1.0
79.0 466.0 3.5
79.0 470.0 1.5
79.0 471.0 2.5
79.0 474.0 1.5
79.0 483.0 1.5
79.0 496.0 1.0
79.0 497.0 3.0
79.0 498.0 1.5
79.0 500.0 4.0
79.0 503.0 3.0
79.0 504.0 0.5
79.0 507.0 1.0
79.0 512.0 2.5
79.0 519.0 3.5
79.0 521.0 3.5
80.0 2.0 4.0
80.0 207.0 3.0
80.0 522.0 3.5
81.0 4.0 3.5
81.0 207.0 2.5
81.0 244.0 3.0
81.0 356.0 3.0
81.0 529.0 4.0
81.0 532.0 2.5
81.0 538.0 1.5
81.0 541.0 4.0
81.0 550.0 1.5
82.0 2.0 4.0
82.0 239.0 3.0
83.0 121.0 4.0
83.0 210.0 2.0
83.0 212.0 2.5
83.0 214.0 4.0
83.0 215.0 4.0
83.0 233.0 2.5
83.0 241.0 2.0
83.0 243.0 1.5
83.0 245.0 2.5
83.0 248.0 4.0
83.0 251.0 3.0
84.0 1.0 3.5
84.0 5.0 3.5
84.0 17.0 4.0
85.0 215.0 4.0
85.0 255.0 4.0
86.0 5.0 4.0
86.0 6.0 4.0
86.0 7.0 4.0
86.0 8.0 4.0
86.0 9.0 4.0
86.0 10.0 4.0
86.0 121.0 4.0
86.0 215.0 4.0
86.0 219.0 4.0
86.0 254.0 4.0
87.0 1.0 3.0
87.0 12.0 3.0
88.0 1.0 2.0
88.0 3.0 3.5
88.0 5.0 1.5
89.0 12.0 3.0
90.0 1.0 4.0
90.0 2.0 3.5
90.0 13.0 3.0
91.0 6.0 2.0
91.0 12.0 1.5
91.0 84.0 3.0
91.0 121.0 4.0
91.0 211.0 2.0
91.0 212.0 3.0
91.0 236.0 3.0
91.0 564.0 4.0
